fl_date,mkt_unique_carrier,branded_code_share,mkt_carrier,mkt_carrier_fl_num,op_unique_carrier,tail_num,op_carrier_fl_num,origin_airport_id,origin,origin_city_name,dest_airport_id,dest,dest_city_name,crs_dep_time,dep_time,dep_delay,taxi_out,wheels_off,wheels_on,taxi_in,crs_arr_time,arr_time,arr_delay,cancelled,cancellation_code,diverted,dup,crs_elapsed_time,actual_elapsed_time,air_time,flights,distance,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay,first_dep_time,total_add_gtime,longest_add_gtime,no_name
2019-10-04,UA,UA,UA,1402,UA,N79541,1402,14747,SEA,"Seattle, WA",11618,EWR,"Newark, NJ",1110,1111,1,18,1129,1913,22,1929,1935,6,0,,0,N,319,324,284,1,2402,,,,,,,,,
2018-03-01,AS,AS_CODESHARE,AS,2003,QX,N427QX,2003,16101,YKM,"Yakima, WA",14747,SEA,"Seattle, WA",1533,1526,-7,3,1529,1556,5,1614,1601,-13,0,,0,N,41,35,27,1,103,,,,,,,,,
2018-08-22,DL,DL_CODESHARE,DL,4137,OO,N273SY,4137,13930,ORD,"Chicago, IL",12953,LGA,"New York, NY",830,828,-2,22,850,1129,6,1139,1135,-4,0,,0,N,129,127,99,1,733,,,,,,,,,
2018-02-23,B6,B6,B6,2136,B6,N784JB,2136,12954,LGB,"Long Beach, CA",14771,SFO,"San Francisco, CA",1518,1535,17,11,1546,1646,13,1648,1659,11,0,,0,N,90,84,60,1,354,,,,,,,,,
2018-09-30,DL,DL_CODESHARE,DL,5210,9E,N146PQ,5210,13487,MSP,"Minneapolis, MN",13871,OMA,"Omaha, NE",1743,1738,-5,22,1800,1848,4,1918,1852,-26,0,,0,N,95,74,48,1,282,,,,,,,,,
2018-08-22,WN,WN,WN,746,WN,N253WN,746,11618,EWR,"Newark, NJ",13232,MDW,"Chicago, IL",1755,1853,58,12,1905,1948,7,1920,1955,35,0,,0,N,145,122,103,1,711,0,0,0,0,35,,,,
2018-02-25,NK,NK,NK,309,NK,N628NK,309,14100,PHL,"Philadelphia, PA",13204,MCO,"Orlando, FL",1810,1805,-5,15,1820,2024,12,2053,2036,-17,0,,0,N,163,151,124,1,861,,,,,,,,,
2018-05-16,DL,DL,DL,1422,DL,N971DL,1422,10397,ATL,"Atlanta, GA",13244,MEM,"Memphis, TN",2113,2115,2,14,2129,2122,3,2134,2125,-9,0,,0,N,81,70,53,1,332,,,,,,,,,
2019-05-02,WN,WN,WN,451,WN,N743SW,451,11259,DAL,"Dallas, TX",13495,MSY,"New Orleans, LA",1025,1254,149,13,1307,1416,4,1150,1420,150,0,,0,N,85,86,69,1,436,0,148,1,0,1,,,,
2019-03-23,UA,UA_CODESHARE,UA,6194,YV,N89308,6194,11298,DFW,"Dallas/Fort Worth, TX",12266,IAH,"Houston, TX",1548,1540,-8,12,1552,1633,5,1700,1638,-22,0,,0,N,72,58,41,1,224,,,,,,,,,
2018-11-12,B6,B6,B6,2317,B6,N318JB,2317,10721,BOS,"Boston, MA",12478,JFK,"New York, NY",750,743,-7,15,758,848,6,905,854,-11,0,,0,N,75,71,50,1,187,,,,,,,,,
2018-10-12,DL,DL,DL,2007,DL,N326NB,2007,14869,SLC,"Salt Lake City, UT",14893,SMF,"Sacramento, CA",854,854,0,18,912,926,5,944,931,-13,0,,0,N,110,97,74,1,532,,,,,,,,,
2019-11-17,AA,AA,AA,1902,AA,N958AN,1902,10721,BOS,"Boston, MA",11057,CLT,"Charlotte, NC",1255,1251,-4,12,1303,1455,5,1530,1500,-30,0,,0,N,155,129,112,1,728,,,,,,,,,
2019-03-05,DL,DL_CODESHARE,DL,3565,OO,N896SK,3565,14262,PSP,"Palm Springs, CA",14869,SLC,"Salt Lake City, UT",605,608,3,14,622,835,12,854,847,-7,0,,0,N,109,99,73,1,541,,,,,,,,,
2019-11-09,UA,UA_CODESHARE,UA,3633,YX,N740YX,3633,13198,MCI,"Kansas City, MO",11618,EWR,"Newark, NJ",1425,1416,-9,14,1430,1747,7,1815,1754,-21,0,,0,N,170,158,137,1,1092,,,,,,,,,
2018-05-28,UA,UA_CODESHARE,UA,4832,ZW,N414ZW,4832,13930,ORD,"Chicago, IL",12323,ILM,"Wilmington, NC",755,757,2,27,824,1116,4,1115,1120,5,0,,0,N,140,143,112,1,760,,,,,,,,,
2019-09-19,DL,DL,DL,2443,DL,N6712B,2443,10397,ATL,"Atlanta, GA",14635,RSW,"Fort Myers, FL",1237,1233,-4,13,1246,1353,4,1413,1357,-16,0,,0,N,96,84,67,1,515,,,,,,,,,
2018-05-05,UA,UA_CODESHARE,UA,4008,EV,N13988,4008,13930,ORD,"Chicago, IL",14685,SAV,"Savannah, GA",1755,1754,-1,17,1811,2059,4,2115,2103,-12,0,,0,N,140,129,108,1,773,,,,,,,,,
2018-12-01,UA,UA_CODESHARE,UA,3510,YX,N647RW,3510,11996,GSP,"Greer, SC",11618,EWR,"Newark, NJ",1129,1124,-5,14,1138,1255,12,1328,1307,-21,0,,0,N,119,103,77,1,594,,,,,,,,,
2018-07-16,DL,DL,DL,2183,DL,N960AT,2183,10397,ATL,"Atlanta, GA",13930,ORD,"Chicago, IL",855,852,-3,17,909,934,6,1004,940,-24,0,,0,N,129,108,85,1,606,,,,,,,,,
2018-06-01,DL,DL_CODESHARE,DL,5973,YX,N203JQ,5973,12953,LGA,"New York, NY",13930,ORD,"Chicago, IL",1315,1319,4,28,1347,1439,13,1455,1452,-3,0,,0,N,160,153,112,1,733,,,,,,,,,
2019-08-27,DL,DL_CODESHARE,DL,4009,OO,N919EV,4009,12278,ICT,"Wichita, KS",13487,MSP,"Minneapolis, MN",620,615,-5,10,625,744,9,815,753,-22,0,,0,N,115,98,79,1,545,,,,,,,,,
2018-05-06,AS,AS,AS,764,AS,N525AS,764,14057,PDX,"Portland, OR",11278,DCA,"Washington, DC",937,929,-8,10,939,1721,34,1743,1755,12,0,,0,N,306,326,282,1,2350,,,,,,,,,
2019-02-28,DL,DL,DL,2387,DL,N915DL,2387,10599,BHM,"Birmingham, AL",10397,ATL,"Atlanta, GA",929,1030,61,13,1043,1219,9,1129,1228,59,0,,0,N,60,58,36,1,134,59,0,0,0,0,,,,
2018-04-19,AA,AA_CODESHARE,AA,4764,YX,N136HQ,4764,12953,LGA,"New York, NY",11278,DCA,"Washington, DC",700,651,-9,23,714,805,7,827,812,-15,0,,0,N,87,81,51,1,214,,,,,,,,,
2018-09-22,DL,DL,DL,42,DL,N364NB,42,13487,MSP,"Minneapolis, MN",12478,JFK,"New York, NY",1440,1435,-5,17,1452,1759,19,1840,1818,-22,0,,0,N,180,163,127,1,1029,,,,,,,,,
2019-10-16,DL,DL,DL,2291,DL,N914DU,2291,10397,ATL,"Atlanta, GA",10693,BNA,"Nashville, TN",1149,1153,4,33,1226,1205,13,1149,1218,29,0,,0,N,60,85,39,1,214,0,0,29,0,0,,,,
2018-09-07,AA,AA,AA,564,AA,N573UW,564,14747,SEA,"Seattle, WA",14100,PHL,"Philadelphia, PA",2211,,,,,,,622,,,1,B,0,N,311,,,1,2378,,,,,,,,,
2019-11-01,WN,WN,WN,2092,WN,N554WN,2092,13796,OAK,"Oakland, CA",14908,SNA,"Santa Ana, CA",615,612,-3,17,629,735,3,745,738,-7,0,,0,N,90,86,66,1,371,,,,,,,,,
2019-01-01,AA,AA,AA,1377,AA,N933NN,1377,10397,ATL,"Atlanta, GA",11298,DFW,"Dallas/Fort Worth, TX",600,559,-1,19,618,722,9,735,731,-4,0,,0,N,155,152,124,1,731,,,,,,,,,
2018-11-14,UA,UA_CODESHARE,UA,4744,AX,N12142,4744,11292,DEN,"Denver, CO",15016,STL,"St. Louis, MO",1242,1235,-7,12,1247,1536,4,1547,1540,-7,0,,0,N,125,125,109,1,770,,,,,,,,,
2018-06-26,AA,AA_CODESHARE,AA,2935,EV,N615QX,2935,10980,CHA,"Chattanooga, TN",11057,CLT,"Charlotte, NC",1754,2000,126,83,2123,2209,17,1915,2226,191,0,,0,N,81,146,46,1,241,59,0,65,0,67,,,,
2019-06-02,AA,AA_CODESHARE,AA,4507,YX,N121HQ,4507,14100,PHL,"Philadelphia, PA",14321,PWM,"Portland, ME",2125,2205,40,55,2300,15,9,2252,24,92,0,,0,N,87,139,75,1,364,0,0,52,0,40,,,,
2018-06-26,AA,AA_CODESHARE,AA,3423,MQ,N939AE,3423,13930,ORD,"Chicago, IL",11721,FNT,"Flint, MI",1644,,,,,,,1844,,,1,C,0,N,60,,,1,223,,,,,,,,,
2019-06-12,AA,AA,AA,2203,AA,N9681B,2203,13487,MSP,"Minneapolis, MN",11298,DFW,"Dallas/Fort Worth, TX",1628,1625,-3,10,1635,1825,11,1905,1836,-29,0,,0,N,157,131,110,1,852,,,,,,,,,
2019-10-19,HA,HA,HA,128,HA,N494HA,128,12173,HNL,"Honolulu, HI",12758,KOA,"Kona, HI",608,602,-6,14,616,644,5,655,649,-6,0,,0,N,47,47,28,1,163,,,,,,,,,
2019-12-26,UA,UA,UA,1734,UA,N823UA,1734,13930,ORD,"Chicago, IL",11433,DTW,"Detroit, MI",1855,1913,18,12,1925,2108,7,2128,2115,-13,0,,0,N,93,62,43,1,235,,,,,,,,,
2018-04-25,DL,DL,DL,2422,DL,N943AT,2422,11057,CLT,"Charlotte, NC",10397,ATL,"Atlanta, GA",934,933,-1,23,956,1035,5,1050,1040,-10,0,,0,N,76,67,39,1,226,,,,,,,,,
2018-06-19,DL,DL,DL,2609,DL,N911DE,2609,10397,ATL,"Atlanta, GA",11057,CLT,"Charlotte, NC",855,1002,67,15,1017,1057,3,1018,1100,42,0,,0,N,83,58,40,1,226,42,0,0,0,0,,,,
2018-03-02,AA,AA_CODESHARE,AA,5918,YV,N953LR,5918,11973,GPT,"Gulfport/Biloxi, MS",11298,DFW,"Dallas/Fort Worth, TX",1531,1523,-8,10,1533,1655,17,1725,1712,-13,0,,0,N,114,109,82,1,500,,,,,,,,,
2018-02-05,DL,DL,DL,1715,DL,N845DN,1715,10397,ATL,"Atlanta, GA",13487,MSP,"Minneapolis, MN",1205,1204,-1,17,1221,1331,5,1344,1336,-8,0,,0,N,159,152,130,1,907,,,,,,,,,
2019-06-04,UA,UA_CODESHARE,UA,3775,ZW,N468AW,3775,11292,DEN,"Denver, CO",10408,ATW,"Appleton, WI",1715,1711,-4,33,1744,2033,4,2047,2037,-10,0,,0,N,152,146,109,1,883,,,,,,,,,
2019-06-07,G4,G4,G4,2960,G4,222NV,2960,10693,BNA,"Nashville, TN",10135,ABE,"Allentown/Bethlehem/Easton, PA",1417,1424,7,10,1434,1704,6,1706,1710,4,0,,0,N,109,106,90,1,685,,,,,,,,,
2019-11-24,UA,UA_CODESHARE,UA,5700,OO,N417SW,5700,10157,ACV,"Arcata/Eureka, CA",14771,SFO,"San Francisco, CA",1805,1758,-7,10,1808,1851,7,1921,1858,-23,0,,0,N,76,60,43,1,250,,,,,,,,,
2019-02-11,UA,UA_CODESHARE,UA,4738,AX,N41104,4738,13930,ORD,"Chicago, IL",12884,LAN,"Lansing, MI",1535,1544,9,26,1610,1739,8,1737,1747,10,0,,0,N,62,63,29,1,179,,,,,,,,,
2019-08-24,WN,WN,WN,5463,WN,N492WN,5463,14683,SAT,"San Antonio, TX",13198,MCI,"Kansas City, MO",1235,1234,-1,6,1240,1409,6,1435,1415,-20,0,,0,N,120,101,89,1,706,,,,,,,,,
2018-06-09,DL,DL,DL,1403,DL,N937DL,1403,10397,ATL,"Atlanta, GA",11481,ECP,"Panama City, FL",1714,1716,2,14,1730,1711,7,1726,1718,-8,0,,0,N,72,62,41,1,240,,,,,,,,,
2018-03-02,DL,DL_CODESHARE,DL,5454,EV,N754EV,5454,11433,DTW,"Detroit, MI",13577,MYR,"Myrtle Beach, SC",836,857,21,44,941,1059,3,1035,1102,27,0,,0,N,119,125,78,1,636,21,0,6,0,0,,,,
2019-04-23,DL,DL,DL,1081,DL,N898DN,1081,11697,FLL,"Fort Lauderdale, FL",14869,SLC,"Salt Lake City, UT",645,645,0,11,656,937,8,1004,945,-19,0,,0,N,319,300,281,1,2084,,,,,,,,,
2018-11-22,WN,WN,WN,2291,WN,N934WN,2291,10821,BWI,"Baltimore, MD",13198,MCI,"Kansas City, MO",1345,1355,10,9,1404,1518,4,1545,1522,-23,0,,0,N,180,147,134,1,967,,,,,,,,,
2019-07-22,AA,AA,AA,1813,AA,N965UW,1813,14100,PHL,"Philadelphia, PA",10397,ATL,"Atlanta, GA",1701,,,,,,,1915,,,1,C,0,N,134,,,1,666,,,,,,,,,
2019-10-25,UA,UA,UA,1764,UA,N851UA,1764,11298,DFW,"Dallas/Fort Worth, TX",13930,ORD,"Chicago, IL",650,641,-9,10,651,837,10,916,847,-29,0,,0,N,146,126,106,1,801,,,,,,,,,
2019-03-30,AA,AA_CODESHARE,AA,6009,CP,N202NN,6009,12892,LAX,"Los Angeles, CA",14570,RNO,"Reno, NV",2235,2232,-3,20,2252,1,7,6,8,2,0,,0,N,91,96,69,1,391,,,,,,,,,
2018-09-19,AA,AA,AA,148,AA,N691AA,148,11298,DFW,"Dallas/Fort Worth, TX",10299,ANC,"Anchorage, AK",1550,1715,85,14,1729,2045,4,1936,2049,73,0,,0,N,406,394,376,1,3043,37,0,0,0,36,,,,
2018-04-06,WN,WN,WN,1033,WN,N272WN,1033,12191,HOU,"Houston, TX",13204,MCO,"Orlando, FL",525,523,-2,10,533,816,11,835,827,-8,0,,0,N,130,124,103,1,849,,,,,,,,,
2019-09-01,NK,NK,NK,846,NK,N653NK,846,14843,SJU,"San Juan, PR",13204,MCO,"Orlando, FL",2215,,,,,,,110,,,1,B,0,N,175,,,1,1189,,,,,,,,,
2019-04-22,DL,DL,DL,1639,DL,N990DL,1639,10397,ATL,"Atlanta, GA",13871,OMA,"Omaha, NE",2129,2129,0,9,2138,2237,4,2255,2241,-14,0,,0,N,146,132,119,1,821,,,,,,,,,
2019-08-15,WN,WN,WN,2405,WN,N715SW,2405,14107,PHX,"Phoenix, AZ",11042,CLE,"Cleveland, OH",1050,1101,11,9,1110,1730,5,1750,1735,-15,0,,0,N,240,214,200,1,1737,,,,,,,,,
2019-11-06,UA,UA_CODESHARE,UA,4424,EV,N10575,4424,12266,IAH,"Houston, TX",13422,MOB,"Mobile, AL",1155,1144,-11,8,1152,1250,3,1328,1253,-35,0,,0,N,93,69,58,1,427,,,,,,,,,
2019-08-09,AS,AS,AS,710,AS,N474AS,710,12173,HNL,"Honolulu, HI",14771,SFO,"San Francisco, CA",1550,1536,-14,25,1601,2328,6,2359,2334,-25,0,,0,N,309,298,267,1,2398,,,,,,,,,
2018-01-29,WN,WN,WN,357,WN,N262WN,357,11540,ELP,"El Paso, TX",14683,SAT,"San Antonio, TX",1440,1512,32,5,1517,1726,5,1705,1731,26,0,,0,N,85,79,69,1,496,0,0,0,0,26,,,,
2019-05-22,B6,B6,B6,597,B6,N989JT,597,10721,BOS,"Boston, MA",14747,SEA,"Seattle, WA",700,659,-1,31,730,941,7,1013,948,-25,0,,0,N,373,349,311,1,2496,,,,,,,,,
2018-06-09,AA,AA,AA,1033,AA,N959NN,1033,13930,ORD,"Chicago, IL",11278,DCA,"Washington, DC",700,704,4,16,720,945,3,948,948,0,0,,0,N,108,104,85,1,612,,,,,,,,,
2018-07-07,AA,AA_CODESHARE,AA,5491,OH,N515AE,5491,11057,CLT,"Charlotte, NC",11066,CMH,"Columbus, OH",1559,1555,-4,12,1607,1704,4,1718,1708,-10,0,,0,N,79,73,57,1,347,,,,,,,,,
2018-02-15,WN,WN,WN,2023,WN,N211WN,2023,12892,LAX,"Los Angeles, CA",14893,SMF,"Sacramento, CA",610,602,-8,12,614,713,2,740,715,-25,0,,0,N,90,73,59,1,373,,,,,,,,,
2018-01-23,DL,DL_CODESHARE,DL,5766,CP,N626CZ,5766,14107,PHX,"Phoenix, AZ",14747,SEA,"Seattle, WA",820,819,-1,19,838,1044,5,1041,1049,8,0,,0,N,201,210,186,1,1107,,,,,,,,,
2018-06-16,AA,AA_CODESHARE,AA,3435,MQ,N233NN,3435,15919,XNA,"Fayetteville, AR",11298,DFW,"Dallas/Fort Worth, TX",1219,1227,8,12,1239,1331,18,1335,1349,14,0,,0,N,76,82,52,1,280,,,,,,,,,
2018-09-12,DL,DL_CODESHARE,DL,6054,YX,N208JQ,6054,12953,LGA,"New York, NY",10721,BOS,"Boston, MA",1000,952,-8,31,1023,1058,11,1130,1109,-21,0,,0,N,90,77,35,1,184,,,,,,,,,
2018-09-16,AA,AA_CODESHARE,AA,5153,OH,N207PS,5153,11146,CRW,"Charleston/Dunbar, WV",11278,DCA,"Washington, DC",927,917,-10,17,934,1030,5,1035,1035,0,0,,0,N,68,78,56,1,249,,,,,,,,,
2019-09-22,AA,AA_CODESHARE,AA,5190,OH,N570NN,5190,11986,GRR,"Grand Rapids, MI",14100,PHL,"Philadelphia, PA",1230,1228,-2,13,1241,1405,5,1421,1410,-11,0,,0,N,111,102,84,1,573,,,,,,,,,
2018-07-03,B6,B6,B6,1232,B6,N229JB,1232,12953,LGA,"New York, NY",10721,BOS,"Boston, MA",1730,1813,43,32,1845,1925,12,1902,1937,35,0,,0,N,92,84,40,1,184,24,0,0,0,11,,,,
2019-05-22,DL,DL,DL,2433,DL,N919DU,2433,10397,ATL,"Atlanta, GA",13495,MSY,"New Orleans, LA",901,858,-3,12,910,919,4,933,923,-10,0,,0,N,92,85,69,1,425,,,,,,,,,
2018-07-13,WN,WN,WN,1540,WN,N8552Z,1540,14107,PHX,"Phoenix, AZ",13232,MDW,"Chicago, IL",520,516,-4,13,529,1029,4,1035,1033,-2,0,,0,N,195,197,180,1,1444,,,,,,,,,
2018-10-23,DL,DL,DL,2985,DL,N856DN,2985,13487,MSP,"Minneapolis, MN",14679,SAN,"San Diego, CA",850,848,-2,19,907,1024,4,1047,1028,-19,0,,0,N,237,220,197,1,1532,,,,,,,,,
2018-02-07,AA,AA,AA,1696,AA,N803AW,1696,11057,CLT,"Charlotte, NC",14122,PIT,"Pittsburgh, PA",1645,1640,-5,13,1653,1750,6,1815,1756,-19,0,,0,N,90,76,57,1,366,,,,,,,,,
2018-09-10,AA,AA,AA,1895,AA,N507AY,1895,11057,CLT,"Charlotte, NC",12889,LAS,"Las Vegas, NV",1120,1118,-2,14,1132,1236,6,1252,1242,-10,0,,0,N,272,264,244,1,1916,,,,,,,,,
2019-07-31,UA,UA_CODESHARE,UA,5400,OO,N954SW,5400,11292,DEN,"Denver, CO",11637,FAR,"Fargo, ND",1330,1328,-2,15,1343,1609,5,1625,1614,-11,0,,0,N,115,106,86,1,627,,,,,,,,,
2019-09-12,UA,UA,UA,822,UA,N403UA,822,12264,IAD,"Washington, DC",10721,BOS,"Boston, MA",1705,1702,-3,38,1740,1844,4,1840,1848,8,0,,0,N,95,106,64,1,413,,,,,,,,,
2019-11-12,AS,AS_CODESHARE,AS,2865,QX,N645QX,2865,12892,LAX,"Los Angeles, CA",14004,PAE,"Everett, WA",1510,,,,,,,1804,,,1,A,0,N,174,,,1,984,,,,,,,,,
2019-05-22,DL,DL,DL,1992,DL,N360DN,1992,12953,LGA,"New York, NY",10397,ATL,"Atlanta, GA",1459,1459,0,42,1541,1723,5,1732,1728,-4,0,,0,N,153,149,102,1,762,,,,,,,,,
2019-08-05,UA,UA_CODESHARE,UA,4545,G7,N164GJ,4545,11292,DEN,"Denver, CO",13502,MTJ,"Montrose/Delta, CO",2015,2115,60,17,2132,2209,4,2123,2213,50,0,,0,N,68,58,37,1,196,50,0,0,0,0,,,,
2019-10-23,UA,UA_CODESHARE,UA,4597,G7,N155GJ,4597,13198,MCI,"Kansas City, MO",13930,ORD,"Chicago, IL",839,832,-7,23,855,955,26,1020,1021,1,0,,0,N,101,109,60,1,403,,,,,,,,,
2019-05-08,DL,DL_CODESHARE,DL,5720,CP,N631CZ,5720,14683,SAT,"San Antonio, TX",12892,LAX,"Los Angeles, CA",1608,1558,-10,11,1609,1701,7,1726,1708,-18,0,,0,N,198,190,172,1,1211,,,,,,,,,
2019-09-08,AA,AA_CODESHARE,AA,4071,MQ,N277NN,4071,11298,DFW,"Dallas/Fort Worth, TX",12992,LIT,"Little Rock, AR",2044,2039,-5,22,2101,2148,4,2205,2152,-13,0,,0,N,81,73,47,1,304,,,,,,,,,
2019-10-26,UA,UA_CODESHARE,UA,5874,OO,N783SK,5874,14574,ROA,"Roanoke, VA",13930,ORD,"Chicago, IL",1736,1737,1,29,1806,1837,45,1839,1922,43,0,,0,N,123,165,91,1,530,0,0,42,0,1,,,,
2019-12-20,AA,AA,AA,2408,AA,N771XF,2408,14107,PHX,"Phoenix, AZ",13487,MSP,"Minneapolis, MN",1755,1821,26,17,1838,2234,5,2158,2239,41,0,,0,N,183,198,176,1,1276,0,0,15,0,26,,,,
2019-11-10,DL,DL,DL,1861,DL,N967DL,1861,10397,ATL,"Atlanta, GA",12992,LIT,"Little Rock, AR",1345,1339,-6,11,1350,1357,4,1421,1401,-20,0,,0,N,96,82,67,1,453,,,,,,,,,
2019-05-30,AA,AA_CODESHARE,AA,4384,YX,N412YX,4384,13931,ORF,"Norfolk, VA",13303,MIA,"Miami, FL",1148,1144,-4,10,1154,1338,10,1411,1348,-23,0,,0,N,143,124,104,1,802,,,,,,,,,
2019-04-15,NK,NK,NK,1206,NK,N516NK,1206,14027,PBI,"West Palm Beach/Palm Beach, FL",10721,BOS,"Boston, MA",1736,1732,-4,8,1740,2019,6,2052,2025,-27,0,,0,N,196,173,159,1,1197,,,,,,,,,
2018-04-20,DL,DL_CODESHARE,DL,5982,YX,N215JQ,5982,13930,ORD,"Chicago, IL",12953,LGA,"New York, NY",1730,1752,22,32,1824,2059,6,2041,2105,24,0,,0,N,131,133,95,1,733,5,0,14,0,5,,,,
2019-08-03,AA,AA,AA,1472,AA,N972NN,1472,11298,DFW,"Dallas/Fort Worth, TX",13891,ONT,"Ontario, CA",840,855,15,21,916,938,7,940,945,5,0,,0,N,180,170,142,1,1188,,,,,,,,,
2018-06-20,WN,WN,WN,1398,WN,N283WN,1398,13796,OAK,"Oakland, CA",14908,SNA,"Santa Ana, CA",1415,1415,0,12,1427,1528,3,1545,1531,-14,0,,0,N,90,76,61,1,371,,,,,,,,,
2018-03-20,B6,B6,B6,330,B6,N296JB,330,13204,MCO,"Orlando, FL",13933,ORH,"Worcester, MA",1336,1356,20,14,1410,1626,6,1620,1632,12,0,,0,N,164,156,136,1,1091,,,,,,,,,
2019-11-11,UA,UA,UA,2097,UA,N76502,2097,11618,EWR,"Newark, NJ",11697,FLL,"Fort Lauderdale, FL",629,624,-5,15,639,906,8,932,914,-18,0,,0,N,183,170,147,1,1065,,,,,,,,,
2019-07-19,UA,UA,UA,2081,UA,N33714,2081,13930,ORD,"Chicago, IL",13303,MIA,"Miami, FL",1400,1352,-8,36,1428,1818,8,1817,1826,9,0,,0,N,197,214,170,1,1197,,,,,,,,,
2018-04-14,AS,AS,AS,1056,AS,N925VA,1056,14262,PSP,"Palm Springs, CA",12478,JFK,"New York, NY",1400,1403,3,16,1419,2202,17,2209,2219,10,0,,0,N,309,316,283,1,2378,,,,,,,,,
2019-08-06,DL,DL_CODESHARE,DL,3589,OO,N294SY,3589,13487,MSP,"Minneapolis, MN",14730,SDF,"Louisville, KY",955,952,-3,17,1009,1232,8,1259,1240,-19,0,,0,N,124,108,83,1,604,,,,,,,,,
2019-02-25,AA,AA_CODESHARE,AA,4348,YX,N443YX,4348,14193,PNS,"Pensacola, FL",13303,MIA,"Miami, FL",630,627,-3,11,638,854,7,914,901,-13,0,,0,N,104,94,76,1,530,,,,,,,,,
2019-11-23,HA,HA,HA,166,HA,N484HA,166,12173,HNL,"Honolulu, HI",13830,OGG,"Kahului, HI",800,812,12,15,827,848,6,841,854,13,0,,0,N,41,42,21,1,100,,,,,,,,,
2019-02-15,AA,AA,AA,2332,AA,N346PR,2332,11298,DFW,"Dallas/Fort Worth, TX",10693,BNA,"Nashville, TN",2110,2154,44,14,2208,2324,7,2254,2331,37,0,,0,N,104,97,76,1,631,34,0,0,0,3,,,,
2018-04-23,DL,DL,DL,1925,DL,N603AT,1925,10397,ATL,"Atlanta, GA",10781,BTR,"Baton Rouge, LA",1051,1046,-5,8,1054,1110,7,1129,1117,-12,0,,0,N,98,91,76,1,448,,,,,,,,,
2019-07-01,AS,AS,AS,460,AS,N520AS,460,12892,LAX,"Los Angeles, CA",12478,JFK,"New York, NY",2315,31,76,26,57,902,9,755,911,76,0,,0,N,340,340,305,1,2475,0,0,0,0,76,,,,
2018-04-13,WN,WN,WN,402,WN,N8670A,402,12892,LAX,"Los Angeles, CA",11292,DEN,"Denver, CO",1200,1201,1,12,1213,1512,5,1530,1517,-13,0,,0,N,150,136,119,1,862,,,,,,,,,
2019-09-15,DL,DL,DL,2332,DL,N319NB,2332,13487,MSP,"Minneapolis, MN",12339,IND,"Indianapolis, IN",655,639,-16,8,647,923,7,922,930,8,0,,0,N,87,111,96,1,503,,,,,,,,,
2018-11-02,NK,NK,NK,268,NK,N687NK,268,11697,FLL,"Fort Lauderdale, FL",10158,ACY,"Atlantic City, NJ",2130,2126,-4,24,2150,2351,7,2359,2358,-1,0,,0,N,149,152,121,1,977,,,,,,,,,
2018-07-26,AA,AA_CODESHARE,AA,5501,OH,N562NN,5501,13342,MKE,"Milwaukee, WI",11057,CLT,"Charlotte, NC",548,609,21,10,619,852,10,854,902,8,0,,0,N,126,113,93,1,651,,,,,,,,,
2018-06-24,WN,WN,WN,3068,WN,N215WN,3068,14107,PHX,"Phoenix, AZ",10140,ABQ,"Albuquerque, NM",745,752,7,5,757,946,9,955,955,0,0,,0,N,70,63,49,1,328,,,,,,,,,
2018-04-06,AA,AA,AA,2570,AA,N896NN,2570,11057,CLT,"Charlotte, NC",10792,BUF,"Buffalo, NY",1630,1627,-3,25,1652,1812,3,1817,1815,-2,0,,0,N,107,108,80,1,546,,,,,,,,,
2019-03-02,AA,AA_CODESHARE,AA,3390,MQ,N808AE,3390,12478,JFK,"New York, NY",13931,ORF,"Norfolk, VA",1630,1646,16,23,1709,1806,4,1758,1810,12,0,,0,N,88,84,57,1,290,,,,,,,,,
2019-01-21,B6,B6,B6,1197,B6,N806JB,1197,14307,PVD,"Providence, RI",11697,FLL,"Fort Lauderdale, FL",1600,1617,17,11,1628,1907,6,1926,1913,-13,0,,0,N,206,176,159,1,1188,,,,,,,,,
2018-07-21,AA,AA,AA,2627,AA,N829NN,2627,14492,RDU,"Raleigh/Durham, NC",11298,DFW,"Dallas/Fort Worth, TX",1556,1600,4,13,1613,1738,12,1757,1750,-7,0,,0,N,181,170,145,1,1061,,,,,,,,,
2019-04-16,AA,AA_CODESHARE,AA,5661,OH,N702PS,5661,14492,RDU,"Raleigh/Durham, NC",11278,DCA,"Washington, DC",2102,2055,-7,14,2109,2201,3,2215,2204,-11,0,,0,N,73,69,52,1,227,,,,,,,,,
2019-07-14,AA,AA_CODESHARE,AA,5788,YV,N952LR,5788,14730,SDF,"Louisville, KY",11298,DFW,"Dallas/Fort Worth, TX",823,837,14,10,847,944,10,945,954,9,0,,0,N,142,137,117,1,733,,,,,,,,,
2019-03-30,UA,UA,UA,1932,UA,N781UA,1932,12173,HNL,"Honolulu, HI",14771,SFO,"San Francisco, CA",2230,2223,-7,19,2242,601,5,622,606,-16,0,,0,N,292,283,259,1,2398,,,,,,,,,
2019-05-23,UA,UA_CODESHARE,UA,6139,YV,N84307,6139,12124,HHH,"Hilton Head, SC",12264,IAD,"Washington, DC",930,933,3,10,943,1058,6,1111,1104,-7,0,,0,N,101,91,75,1,498,,,,,,,,,
