fl_date,mkt_unique_carrier,branded_code_share,mkt_carrier,mkt_carrier_fl_num,op_unique_carrier,tail_num,op_carrier_fl_num,origin_airport_id,origin,origin_city_name,dest_airport_id,dest,dest_city_name,crs_dep_time,dep_time,dep_delay,taxi_out,wheels_off,wheels_on,taxi_in,crs_arr_time,arr_time,arr_delay,cancelled,cancellation_code,diverted,dup,crs_elapsed_time,actual_elapsed_time,air_time,flights,distance,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay,first_dep_time,total_add_gtime,longest_add_gtime,no_name
2019-07-16,WN,WN,WN,438,WN,N7723E,438,13796,OAK,"Oakland, CA",14908,SNA,"Santa Ana, CA",1725,1731,6,14,1745,1847,3,1845,1850,5,0,,0,N,80,79,62,1,371,,,,,,,,,
2019-05-20,AA,AA,AA,2512,AA,N9029F,2512,11433,DTW,"Detroit, MI",13303,MIA,"Miami, FL",1046,1046,0,11,1057,1326,8,1358,1334,-24,0,,0,N,192,168,149,1,1145,,,,,,,,,
2019-08-10,AA,AA_CODESHARE,AA,2952,OO,N764SK,2952,13930,ORD,"Chicago, IL",13851,OKC,"Oklahoma City, OK",1438,1433,-5,15,1448,1626,6,1647,1632,-15,0,,0,N,129,119,98,1,693,,,,,,,,,
2018-08-27,NK,NK,NK,432,NK,N634NK,432,13204,MCO,"Orlando, FL",10721,BOS,"Boston, MA",1201,1241,40,12,1253,1521,5,1457,1526,29,0,,0,N,176,165,148,1,1121,0,0,0,0,29,,,,
2018-07-09,UA,UA_CODESHARE,UA,6057,YV,N511MJ,6057,12264,IAD,"Washington, DC",10994,CHS,"Charleston, SC",1240,1243,3,12,1255,1405,4,1418,1409,-9,0,,0,N,98,86,70,1,441,,,,,,,,,
2018-10-22,NK,NK,NK,948,NK,N680NK,948,11298,DFW,"Dallas/Fort Worth, TX",13930,ORD,"Chicago, IL",1652,1652,0,13,1705,1853,13,1919,1906,-13,0,,0,N,147,134,108,1,801,,,,,,,,,
2018-06-11,B6,B6,B6,1668,B6,N706JB,1668,10994,CHS,"Charleston, SC",10721,BOS,"Boston, MA",1237,1244,7,14,1258,1445,4,1452,1449,-3,0,,0,N,135,125,107,1,818,,,,,,,,,
2019-08-02,AA,AA_CODESHARE,AA,3608,MQ,N273NN,3608,11267,DAY,"Dayton, OH",11298,DFW,"Dallas/Fort Worth, TX",610,604,-6,11,615,704,7,741,711,-30,0,,0,N,151,127,109,1,861,,,,,,,,,
2018-02-15,UA,UA,UA,1532,UA,N77261,1532,14771,SFO,"San Francisco, CA",12264,IAD,"Washington, DC",2252,2249,-3,17,2306,608,4,659,612,-47,0,,0,N,307,263,242,1,2419,,,,,,,,,
2019-03-29,UA,UA_CODESHARE,UA,5095,OO,N937SW,5095,13930,ORD,"Chicago, IL",14006,PAH,"Paducah, KY",855,919,24,26,945,1039,4,1019,1043,24,0,,0,N,84,84,54,1,342,0,0,0,0,24,,,,
2019-08-24,B6,B6,B6,131,B6,N535JB,131,13204,MCO,"Orlando, FL",12892,LAX,"Los Angeles, CA",1251,1710,259,22,1732,1903,4,1507,1907,240,0,,0,N,316,297,271,1,2218,240,0,0,0,0,,,,
2018-05-11,WN,WN,WN,1980,WN,N7887A,1980,14492,RDU,"Raleigh/Durham, NC",10693,BNA,"Nashville, TN",1125,1121,-4,5,1126,1134,4,1200,1138,-22,0,,0,N,95,77,68,1,442,,,,,,,,,
2018-04-29,DL,DL,DL,1877,DL,N355NW,1877,12953,LGA,"New York, NY",10397,ATL,"Atlanta, GA",1400,1358,-2,18,1416,1605,5,1632,1610,-22,0,,0,N,152,132,109,1,762,,,,,,,,,
2018-07-03,DL,DL_CODESHARE,DL,5589,EV,N741EV,5589,12945,LEX,"Lexington, KY",10397,ATL,"Atlanta, GA",815,815,0,11,826,926,9,940,935,-5,0,,0,N,85,80,60,1,304,,,,,,,,,
2018-09-01,AS,AS,AS,37,AS,N248AK,37,13487,MSP,"Minneapolis, MN",14747,SEA,"Seattle, WA",1645,1651,6,14,1705,1830,11,1832,1841,9,0,,0,N,227,230,205,1,1399,,,,,,,,,
2018-12-22,AA,AA,AA,2008,AA,N156UW,2008,11292,DEN,"Denver, CO",11057,CLT,"Charlotte, NC",812,808,-4,29,837,1307,8,1331,1315,-16,0,,0,N,199,187,150,1,1337,,,,,,,,,
2018-06-28,WN,WN,WN,2070,WN,N934WN,2070,12889,LAS,"Las Vegas, NV",10713,BOI,"Boise, ID",1455,1508,13,7,1515,1730,2,1740,1732,-8,0,,0,N,105,84,75,1,519,,,,,,,,,
2018-07-03,UA,UA,UA,1532,UA,N27722,1532,10423,AUS,"Austin, TX",12266,IAH,"Houston, TX",945,942,-3,12,954,1033,15,1041,1048,7,0,,0,N,56,66,39,1,140,,,,,,,,,
2019-02-23,AA,AA,AA,292,AA,N103NN,292,12892,LAX,"Los Angeles, CA",12478,JFK,"New York, NY",600,605,5,15,620,1358,11,1421,1409,-12,0,,0,N,321,304,278,1,2475,,,,,,,,,
2018-06-01,AS,AS,AS,1758,AS,N635VA,1758,14747,SEA,"Seattle, WA",14771,SFO,"San Francisco, CA",1915,1924,9,11,1935,2115,13,2124,2128,4,0,,0,N,129,124,100,1,679,,,,,,,,,
2019-08-23,DL,DL,DL,2466,DL,N355NB,2466,14252,PSC,"Pasco/Kennewick/Richland, WA",14869,SLC,"Salt Lake City, UT",620,619,-1,9,628,839,9,858,848,-10,0,,0,N,98,89,71,1,521,,,,,,,,,
2019-12-24,AA,AA_CODESHARE,AA,6008,CP,N218NN,6008,13871,OMA,"Omaha, NE",12892,LAX,"Los Angeles, CA",1543,1533,-10,11,1544,1702,9,1724,1711,-13,0,,0,N,221,218,198,1,1330,,,,,,,,,
2018-07-17,AA,AA_CODESHARE,AA,3163,OO,N751EV,3163,11298,DFW,"Dallas/Fort Worth, TX",11049,CLL,"College Station/Bryan, TX",2055,2050,-5,24,2114,2145,5,2149,2150,1,0,,0,N,54,60,31,1,164,,,,,,,,,
2018-03-25,UA,UA_CODESHARE,UA,4344,EV,N16559,4344,13377,MLU,"Monroe, LA",12266,IAH,"Houston, TX",1600,1650,50,9,1659,1759,8,1722,1807,45,0,,0,N,82,77,60,1,262,0,0,0,0,45,,,,
2019-08-09,AA,AA,AA,1051,AA,N941NN,1051,14908,SNA,"Santa Ana, CA",13930,ORD,"Chicago, IL",1310,1305,-5,26,1331,1845,14,1923,1859,-24,0,,0,N,253,234,194,1,1726,,,,,,,,,
2019-03-14,AA,AA_CODESHARE,AA,5494,OH,N246PS,5494,11278,DCA,"Washington, DC",15016,STL,"St. Louis, MO",846,842,-4,21,903,1017,5,1014,1022,8,0,,0,N,148,160,134,1,719,,,,,,,,,
2018-11-21,AA,AA,AA,2575,AA,N783AN,2575,13303,MIA,"Miami, FL",11298,DFW,"Dallas/Fort Worth, TX",700,650,-10,18,708,901,6,911,907,-4,0,,0,N,191,197,173,1,1121,,,,,,,,,
2019-08-19,AA,AA_CODESHARE,AA,5684,OH,N573NN,5684,14685,SAV,"Savannah, GA",11057,CLT,"Charlotte, NC",1456,1443,-13,21,1504,1544,71,1615,1655,40,0,,0,N,79,132,40,1,213,0,0,40,0,0,,,,
2018-02-14,F9,F9,F9,1262,F9,N710FR,1262,12889,LAS,"Las Vegas, NV",13930,ORD,"Chicago, IL",2235,2230,-5,13,2243,326,10,423,336,-47,0,,0,N,228,186,163,1,1514,,,,,,,,,
2018-08-25,AA,AA,AA,1795,AA,N652AW,1795,11423,DSM,"Des Moines, IA",14107,PHX,"Phoenix, AZ",750,822,32,10,832,904,10,905,914,9,0,,0,N,195,172,152,1,1150,,,,,,,,,
2018-07-12,B6,B6,B6,1274,B6,N531JB,1274,10994,CHS,"Charleston, SC",12478,JFK,"New York, NY",946,938,-8,10,948,1118,5,1136,1123,-13,0,,0,N,110,105,90,1,636,,,,,,,,,
2019-08-11,AA,AA,AA,1831,AA,N750UW,1831,14107,PHX,"Phoenix, AZ",15376,TUS,"Tucson, AZ",844,841,-3,21,902,924,5,938,929,-9,0,,0,N,54,48,22,1,110,,,,,,,,,
2018-07-27,DL,DL_CODESHARE,DL,4440,OO,N254SY,4440,15376,TUS,"Tucson, AZ",12892,LAX,"Los Angeles, CA",700,650,-10,56,746,857,10,853,907,14,0,,0,N,113,137,71,1,451,,,,,,,,,
2018-06-29,AA,AA,AA,1888,AA,N948UW,1888,14100,PHL,"Philadelphia, PA",13487,MSP,"Minneapolis, MN",817,809,-8,26,835,955,8,1014,1003,-11,0,,0,N,177,174,140,1,980,,,,,,,,,
2019-03-07,UA,UA_CODESHARE,UA,5940,OO,N143SY,5940,13930,ORD,"Chicago, IL",10397,ATL,"Atlanta, GA",910,910,0,20,930,1157,13,1220,1210,-10,0,,0,N,130,120,87,1,606,,,,,,,,,
2019-12-25,AS,AS,AS,1430,AS,N285VA,1430,14057,PDX,"Portland, OR",14771,SFO,"San Francisco, CA",930,936,6,24,1000,1123,50,1122,1213,51,0,,0,N,112,157,83,1,550,0,0,45,0,6,,,,
2018-09-20,AA,AA_CODESHARE,AA,3592,MQ,N678AE,3592,13930,ORD,"Chicago, IL",10693,BNA,"Nashville, TN",1200,1155,-5,12,1207,1309,7,1327,1316,-11,0,,0,N,87,81,62,1,409,,,,,,,,,
2019-07-05,AA,AA_CODESHARE,AA,3438,MQ,N607AE,3438,11996,GSP,"Greer, SC",13930,ORD,"Chicago, IL",2000,2143,103,48,2231,2255,7,2110,2302,112,0,,0,N,130,139,84,1,577,10,39,9,0,54,,,,
2018-04-20,DL,DL,DL,1270,DL,N983DL,1270,10397,ATL,"Atlanta, GA",14193,PNS,"Pensacola, FL",1559,1555,-4,19,1614,1600,4,1613,1604,-9,0,,0,N,74,69,46,1,271,,,,,,,,,
2019-11-26,NK,NK,NK,606,NK,N636NK,606,14635,RSW,"Fort Myers, FL",11433,DTW,"Detroit, MI",700,652,-8,12,704,931,9,953,940,-13,0,,0,N,173,168,147,1,1084,,,,,,,,,
2019-07-05,UA,UA,UA,393,UA,N446UA,393,12953,LGA,"New York, NY",11292,DEN,"Denver, CO",1416,1418,2,24,1442,1613,6,1635,1619,-16,0,,0,N,259,241,211,1,1620,,,,,,,,,
2018-03-02,WN,WN,WN,3513,WN,N405WN,3513,14679,SAN,"San Diego, CA",14771,SFO,"San Francisco, CA",1330,1456,86,19,1515,1628,7,1505,1635,90,0,,0,N,95,99,73,1,447,0,0,25,0,65,,,,
2018-09-25,WN,WN,WN,3550,WN,N8645A,3550,10821,BWI,"Baltimore, MD",10529,BDL,"Hartford, CT",845,840,-5,21,901,952,6,955,958,3,0,,0,N,70,78,51,1,283,,,,,,,,,
2018-12-02,WN,WN,WN,3596,WN,N8604K,3596,12191,HOU,"Houston, TX",14107,PHX,"Phoenix, AZ",635,629,-6,9,638,830,4,830,834,4,0,,0,N,175,185,172,1,1020,,,,,,,,,
2019-01-11,WN,WN,WN,826,WN,N776WN,826,12191,HOU,"Houston, TX",15304,TPA,"Tampa, FL",1040,1038,-2,14,1052,1324,3,1345,1327,-18,0,,0,N,125,109,92,1,781,,,,,,,,,
2019-09-15,AS,AS,AS,1938,AS,N846VA,1938,14771,SFO,"San Francisco, CA",12892,LAX,"Los Angeles, CA",2000,2003,3,26,2029,2128,12,2135,2140,5,0,,0,N,95,97,59,1,337,,,,,,,,,
2019-01-20,AA,AA_CODESHARE,AA,3650,MQ,N942LL,3650,13930,ORD,"Chicago, IL",15048,SUX,"Sioux City, IA",1325,1323,-2,47,1410,1527,3,1513,1530,17,0,,0,N,108,127,77,1,436,0,0,17,0,0,,,,
2019-08-18,DL,DL_CODESHARE,DL,4544,OO,N294SY,4544,10713,BOI,"Boise, ID",14869,SLC,"Salt Lake City, UT",900,854,-6,9,903,947,19,1017,1006,-11,0,,0,N,77,72,44,1,290,,,,,,,,,
2019-06-29,B6,B6,B6,626,B6,N348JB,626,10821,BWI,"Baltimore, MD",10721,BOS,"Boston, MA",1103,1053,-10,11,1104,1210,9,1227,1219,-8,0,,0,N,84,86,66,1,369,,,,,,,,,
2018-08-14,AS,AS_CODESHARE,AS,3298,KS,N682PA,3298,10299,ANC,"Anchorage, AK",11445,DUT,"Unalaska, AK",945,944,-1,7,951,1213,2,1200,1215,15,0,,0,N,135,151,142,1,792,0,0,15,0,0,,,,
2019-08-22,WN,WN,WN,1338,WN,N8612K,1338,10693,BNA,"Nashville, TN",11292,DEN,"Denver, CO",1815,1823,8,11,1834,1958,11,2000,2009,9,0,,0,N,165,166,144,1,1014,,,,,,,,,
2019-02-02,WN,WN,WN,3288,WN,N795SW,3288,12953,LGA,"New York, NY",12191,HOU,"Houston, TX",1700,1657,-3,13,1710,1931,4,2020,1935,-45,0,,0,N,260,218,201,1,1428,,,,,,,,,
2018-05-26,WN,WN,WN,5928,WN,N8527Q,5928,12889,LAS,"Las Vegas, NV",14893,SMF,"Sacramento, CA",1825,1826,1,13,1839,1948,3,1955,1951,-4,0,,0,N,90,85,69,1,397,,,,,,,,,
2018-08-13,WN,WN,WN,2343,WN,N8532S,2343,11259,DAL,"Dallas, TX",12889,LAS,"Las Vegas, NV",2000,2025,25,10,2035,2056,4,2045,2100,15,0,,0,N,165,155,141,1,1067,7,0,0,0,8,,,,
2019-07-29,AA,AA,AA,313,AA,N147AA,313,11298,DFW,"Dallas/Fort Worth, TX",14679,SAN,"San Diego, CA",935,1010,35,9,1019,1048,3,1033,1051,18,0,,0,N,178,161,149,1,1171,7,0,0,0,11,,,,
2018-07-29,AS,AS_CODESHARE,AS,2840,QX,N633QX,2840,14747,SEA,"Seattle, WA",10140,ABQ,"Albuquerque, NM",720,721,1,18,739,1055,6,1119,1101,-18,0,,0,N,179,160,136,1,1180,,,,,,,,,
2019-09-18,UA,UA_CODESHARE,UA,3751,YX,N649RW,3751,11278,DCA,"Washington, DC",11618,EWR,"Newark, NJ",600,558,-2,24,622,700,8,718,708,-10,0,,0,N,78,70,38,1,199,,,,,,,,,
2019-01-17,WN,WN,WN,352,WN,N7873A,352,11259,DAL,"Dallas, TX",10397,ATL,"Atlanta, GA",845,844,-1,15,859,1132,5,1145,1137,-8,0,,0,N,120,113,93,1,721,,,,,,,,,
2019-05-29,WN,WN,WN,1642,WN,N432WN,1642,11259,DAL,"Dallas, TX",10599,BHM,"Birmingham, AL",1725,,,,,,,1910,,,1,B,0,N,105,,,1,587,,,,,,,,,
2019-07-15,AA,AA_CODESHARE,AA,5940,YV,N948LR,5940,10140,ABQ,"Albuquerque, NM",14107,PHX,"Phoenix, AZ",1513,1505,-8,15,1520,1512,6,1536,1518,-18,0,,0,N,83,73,52,1,328,,,,,,,,,
2019-08-04,AA,AA,AA,2068,AA,N578UW,2068,11057,CLT,"Charlotte, NC",12953,LGA,"New York, NY",1428,1457,29,38,1535,1658,18,1620,1716,56,0,,0,N,112,139,83,1,544,14,0,27,0,15,,,,
2018-05-27,AA,AA_CODESHARE,AA,5277,OH,N547NN,5277,14122,PIT,"Pittsburgh, PA",11057,CLT,"Charlotte, NC",1208,1211,3,13,1224,1327,21,1347,1348,1,0,,0,N,99,97,63,1,366,,,,,,,,,
2019-02-15,UA,UA_CODESHARE,UA,4839,ZW,N447AW,4839,10627,BIS,"Bismarck/Mandan, ND",13930,ORD,"Chicago, IL",555,551,-4,23,614,747,12,802,759,-3,0,,0,N,127,128,93,1,716,,,,,,,,,
2019-05-13,UA,UA,UA,530,UA,N852UA,530,12266,IAH,"Houston, TX",14683,SAT,"San Antonio, TX",1956,1952,-4,13,2005,2042,4,2059,2046,-13,0,,0,N,63,54,37,1,191,,,,,,,,,
2019-08-29,WN,WN,WN,1723,WN,N475WN,1723,13232,MDW,"Chicago, IL",11278,DCA,"Washington, DC",835,842,7,15,857,1115,3,1125,1118,-7,0,,0,N,110,96,78,1,601,,,,,,,,,
2018-02-07,UA,UA_CODESHARE,UA,5351,OO,N932EV,5351,11603,EUG,"Eugene, OR",14771,SFO,"San Francisco, CA",1900,1854,-6,15,1909,2022,4,2039,2026,-13,0,,0,N,99,92,73,1,451,,,,,,,,,
2019-12-05,DL,DL,DL,791,DL,N928DN,791,15016,STL,"St. Louis, MO",10397,ATL,"Atlanta, GA",1546,1537,-9,29,1606,1811,7,1819,1818,-1,0,,0,N,93,101,65,1,484,,,,,,,,,
2018-05-15,WN,WN,WN,5468,WN,N728SW,5468,10800,BUR,"Burbank, CA",14831,SJC,"San Jose, CA",755,756,1,41,837,924,3,905,927,22,0,,0,N,70,91,47,1,296,0,0,22,0,0,,,,
2018-06-20,DL,DL,DL,2767,DL,N154DL,2767,14869,SLC,"Salt Lake City, UT",12173,HNL,"Honolulu, HI",1145,1144,-1,16,1200,1409,5,1421,1414,-7,0,,0,N,396,390,369,1,2994,,,,,,,,,
2019-11-05,AA,AA_CODESHARE,AA,4129,MQ,N673AE,4129,14783,SGF,"Springfield, MO",13930,ORD,"Chicago, IL",730,726,-4,19,745,858,10,918,908,-10,0,,0,N,108,102,73,1,438,,,,,,,,,
2019-07-19,WN,WN,WN,785,WN,N768SW,785,11278,DCA,"Washington, DC",10397,ATL,"Atlanta, GA",1040,1043,3,19,1102,1216,7,1235,1223,-12,0,,0,N,115,100,74,1,547,,,,,,,,,
2019-10-03,AA,AA,AA,958,AA,N997NN,958,12892,LAX,"Los Angeles, CA",10423,AUS,"Austin, TX",1350,1351,1,20,1411,1841,5,1844,1846,2,0,,0,N,174,175,150,1,1242,,,,,,,,,
2018-12-26,UA,UA_CODESHARE,UA,6045,YV,N85355,6045,11066,CMH,"Columbus, OH",12266,IAH,"Houston, TX",1120,1116,-4,13,1129,1327,12,1340,1339,-1,0,,0,N,200,203,178,1,986,,,,,,,,,
2018-10-19,AA,AA,AA,2310,AA,N879NN,2310,11298,DFW,"Dallas/Fort Worth, TX",14570,RNO,"Reno, NV",1110,1112,2,35,1147,1244,7,1242,1251,9,0,,0,N,212,219,177,1,1345,,,,,,,,,
2018-04-29,WN,WN,WN,2945,WN,N763SW,2945,11259,DAL,"Dallas, TX",14107,PHX,"Phoenix, AZ",1050,1046,-4,9,1055,1108,13,1125,1121,-4,0,,0,N,155,155,133,1,879,,,,,,,,,
2018-10-31,AA,AA,AA,1428,AA,N9618A,1428,15016,STL,"St. Louis, MO",13930,ORD,"Chicago, IL",611,605,-6,20,625,716,9,738,725,-13,0,,0,N,87,80,51,1,258,,,,,,,,,
2018-03-15,WN,WN,WN,639,WN,N928WN,639,11066,CMH,"Columbus, OH",11292,DEN,"Denver, CO",615,609,-6,10,619,709,8,725,717,-8,0,,0,N,190,188,170,1,1154,,,,,,,,,
2018-12-09,UA,UA,UA,327,UA,N14118,327,12264,IAD,"Washington, DC",13930,ORD,"Chicago, IL",1255,1250,-5,29,1319,1352,14,1353,1406,13,0,,0,N,118,136,93,1,588,,,,,,,,,
2019-08-08,WN,WN,WN,417,WN,N709SW,417,11042,CLE,"Cleveland, OH",10821,BWI,"Baltimore, MD",605,600,-5,8,608,706,5,720,711,-9,0,,0,N,75,71,58,1,314,,,,,,,,,
2019-11-19,AA,AA_CODESHARE,AA,5651,OH,N710PS,5651,11057,CLT,"Charlotte, NC",11146,CRW,"Charleston/Dunbar, WV",925,926,1,31,957,1038,2,1037,1040,3,0,,0,N,72,74,41,1,221,,,,,,,,,
2018-07-04,AA,AA,AA,1631,AA,N103US,1631,11057,CLT,"Charlotte, NC",13495,MSY,"New Orleans, LA",1904,1916,12,13,1929,1950,3,2000,1953,-7,0,,0,N,116,97,81,1,651,,,,,,,,,
2018-08-25,AA,AA_CODESHARE,AA,4469,YX,N432YX,4469,11278,DCA,"Washington, DC",14986,SRQ,"Sarasota/Bradenton, FL",843,834,-9,11,845,1042,3,1123,1045,-38,0,,0,N,160,131,117,1,851,,,,,,,,,
2018-02-22,AA,AA_CODESHARE,AA,3009,OO,N909EV,3009,13930,ORD,"Chicago, IL",12217,HSV,"Huntsville, AL",1509,1509,0,21,1530,1646,5,1654,1651,-3,0,,0,N,105,102,76,1,510,,,,,,,,,
2019-04-25,NK,NK,NK,446,NK,N901NK,446,13930,ORD,"Chicago, IL",10397,ATL,"Atlanta, GA",1500,1501,1,19,1520,1753,16,1801,1809,8,0,,0,N,121,128,93,1,606,,,,,,,,,
2019-03-13,DL,DL,DL,1626,DL,N584NW,1626,10397,ATL,"Atlanta, GA",14771,SFO,"San Francisco, CA",815,834,19,34,908,1039,16,1044,1055,11,0,,0,N,329,321,271,1,2139,,,,,,,,,
2019-08-04,WN,WN,WN,5514,WN,N220WN,5514,14570,RNO,"Reno, NV",11292,DEN,"Denver, CO",710,706,-4,9,715,1000,5,1015,1005,-10,0,,0,N,125,119,105,1,804,,,,,,,,,
2018-10-18,UA,UA_CODESHARE,UA,5807,OO,N783SK,5807,13851,OKC,"Oklahoma City, OK",13930,ORD,"Chicago, IL",1105,1103,-2,22,1125,1258,21,1311,1319,8,0,,0,N,126,136,93,1,693,,,,,,,,,
2018-12-23,AS,AS,AS,657,AS,N248AK,657,11292,DEN,"Denver, CO",14747,SEA,"Seattle, WA",1440,1432,-8,17,1449,1625,9,1645,1634,-11,0,,0,N,185,182,156,1,1024,,,,,,,,,
2018-07-22,NK,NK,NK,972,NK,N624NK,972,14107,PHX,"Phoenix, AZ",11298,DFW,"Dallas/Fort Worth, TX",48,43,-5,11,54,449,9,500,458,-2,0,,0,N,132,135,115,1,868,,,,,,,,,
2018-06-14,AS,AS,AS,552,AS,N516AS,552,14057,PDX,"Portland, OR",14679,SAN,"San Diego, CA",2030,2025,-5,10,2035,2235,5,2255,2240,-15,0,,0,N,145,135,120,1,933,,,,,,,,,
2019-09-26,DL,DL_CODESHARE,DL,3666,OO,N447SW,3666,11433,DTW,"Detroit, MI",10434,AVP,"Scranton/Wilkes-Barre, PA",1540,1535,-5,16,1551,1648,2,1712,1650,-22,0,,0,N,92,75,57,1,399,,,,,,,,,
2018-01-20,DL,DL,DL,1740,DL,N693DL,1740,13487,MSP,"Minneapolis, MN",15304,TPA,"Tampa, FL",900,900,0,31,931,1308,6,1316,1314,-2,0,,0,N,196,194,157,1,1306,,,,,,,,,
2018-05-03,DL,DL,DL,951,DL,N965AT,951,10397,ATL,"Atlanta, GA",12217,HSV,"Huntsville, AL",1952,1952,0,20,2012,1944,5,1948,1949,1,0,,0,N,56,57,32,1,151,,,,,,,,,
2018-11-19,WN,WN,WN,2255,WN,N8664J,2255,13232,MDW,"Chicago, IL",12889,LAS,"Las Vegas, NV",1055,1103,8,9,1112,1230,3,1255,1233,-22,0,,0,N,240,210,198,1,1521,,,,,,,,,
2018-01-13,WN,WN,WN,3816,WN,N7813P,3816,13204,MCO,"Orlando, FL",11697,FLL,"Fort Lauderdale, FL",2240,2236,-4,11,2247,2324,5,2340,2329,-11,0,,0,N,60,53,37,1,177,,,,,,,,,
2019-12-28,DL,DL,DL,2149,DL,N985AT,2149,14730,SDF,"Louisville, KY",10397,ATL,"Atlanta, GA",1007,1022,15,10,1032,1125,10,1130,1135,5,0,,0,N,83,73,53,1,321,,,,,,,,,
2018-07-08,AS,AS,AS,1746,AS,N363VA,1746,14747,SEA,"Seattle, WA",14771,SFO,"San Francisco, CA",1000,958,-2,24,1022,1211,5,1210,1216,6,0,,0,N,130,138,109,1,679,,,,,,,,,
2019-05-21,DL,DL_CODESHARE,DL,6178,G7,N374CA,6178,13487,MSP,"Minneapolis, MN",11637,FAR,"Fargo, ND",1125,1155,30,23,1218,1258,6,1238,1304,26,0,,0,N,73,69,40,1,223,26,0,0,0,0,,,,
2018-05-16,AA,AA_CODESHARE,AA,4909,PT,N638AE,4909,14576,ROC,"Rochester, NY",14100,PHL,"Philadelphia, PA",1530,1822,172,17,1839,1934,11,1701,1945,164,0,,0,N,91,83,55,1,257,0,0,10,0,154,,,,
2019-09-05,AA,AA_CODESHARE,AA,6045,CP,N211NN,6045,14771,SFO,"San Francisco, CA",12892,LAX,"Los Angeles, CA",1700,1652,-8,19,1711,1812,11,1837,1823,-14,0,,0,N,97,91,61,1,337,,,,,,,,,
2019-11-20,UA,UA_CODESHARE,UA,4594,G7,N174GJ,4594,11292,DEN,"Denver, CO",11109,COS,"Colorado Springs, CO",1716,1710,-6,59,1809,1830,6,1809,1836,27,0,,0,N,53,86,21,1,73,0,0,27,0,0,,,,
2018-03-01,WN,WN,WN,1407,WN,N7832A,1407,14107,PHX,"Phoenix, AZ",13871,OMA,"Omaha, NE",2005,2118,73,12,2130,28,4,2340,32,52,0,,0,N,155,134,118,1,1037,0,0,0,0,52,,,,
2018-07-26,AA,AA_CODESHARE,AA,3339,MQ,N244NN,3339,11298,DFW,"Dallas/Fort Worth, TX",10620,BIL,"Billings, MT",925,919,-6,26,945,1127,3,1120,1130,10,0,,0,N,175,191,162,1,1081,,,,,,,,,
2019-01-24,DL,DL,DL,2766,DL,N321DH,2766,11433,DTW,"Detroit, MI",14635,RSW,"Fort Myers, FL",1000,1000,0,12,1012,1255,5,1319,1300,-19,0,,0,N,199,180,163,1,1084,,,,,,,,,
2019-04-15,WN,WN,WN,1375,WN,N410WN,1375,14679,SAN,"San Diego, CA",11292,DEN,"Denver, CO",740,747,7,11,758,1051,5,1100,1056,-4,0,,0,N,140,129,113,1,853,,,,,,,,,
2019-10-06,AA,AA,AA,1294,AA,N932AN,1294,11298,DFW,"Dallas/Fort Worth, TX",13930,ORD,"Chicago, IL",2035,,,,,,,2258,,,1,B,0,N,143,,,1,801,,,,,,,,,
2019-06-08,UA,UA,UA,404,UA,N778UA,404,12266,IAH,"Houston, TX",14771,SFO,"San Francisco, CA",731,725,-6,17,742,915,4,935,919,-16,0,,0,N,244,234,213,1,1635,,,,,,,,,
2018-04-26,UA,UA,UA,728,UA,N443UA,728,12889,LAS,"Las Vegas, NV",14771,SFO,"San Francisco, CA",545,608,23,15,623,730,4,719,734,15,0,,0,N,94,86,67,1,414,15,0,0,0,0,,,,
2019-11-10,UA,UA_CODESHARE,UA,3961,ZW,N428AW,3961,13930,ORD,"Chicago, IL",11203,CWA,"Mosinee, WI",1935,1927,-8,10,1937,2017,3,2052,2020,-32,0,,0,N,77,53,40,1,213,,,,,,,,,
2019-05-15,AA,AA,AA,1710,AA,N804AW,1710,14100,PHL,"Philadelphia, PA",14492,RDU,"Raleigh/Durham, NC",805,757,-8,32,829,925,4,930,929,-1,0,,0,N,85,92,56,1,337,,,,,,,,,
2018-06-25,UA,UA_CODESHARE,UA,4804,ZW,N459AW,4804,13930,ORD,"Chicago, IL",12323,ILM,"Wilmington, NC",745,738,-7,14,752,1034,3,1101,1037,-24,0,,0,N,136,119,102,1,760,,,,,,,,,
2018-06-21,NK,NK,NK,942,NK,N672NK,942,15304,TPA,"Tampa, FL",10397,ATL,"Atlanta, GA",2030,2028,-2,10,2038,2140,19,2203,2159,-4,0,,0,N,93,91,62,1,406,,,,,,,,,
2019-10-02,AA,AA,AA,1475,AA,N832AW,1475,13198,MCI,"Kansas City, MO",13930,ORD,"Chicago, IL",1420,1424,4,18,1442,1540,8,1554,1548,-6,0,,0,N,94,84,58,1,403,,,,,,,,,
2018-06-02,AA,AA_CODESHARE,AA,4870,PT,N690AE,4870,14100,PHL,"Philadelphia, PA",15070,SWF,"Newburgh/Poughkeepsie, NY",1320,1317,-3,17,1334,1414,4,1439,1418,-21,0,,0,N,79,61,40,1,127,,,,,,,,,
2018-07-11,UA,UA,UA,778,UA,N449UA,778,10397,ATL,"Atlanta, GA",12264,IAD,"Washington, DC",939,927,-12,15,942,1100,7,1124,1107,-17,0,,0,N,105,100,78,1,534,,,,,,,,,
2019-09-04,WN,WN,WN,1056,WN,N445WN,1056,10423,AUS,"Austin, TX",11292,DEN,"Denver, CO",1520,1515,-5,10,1525,1633,5,1630,1638,8,0,,0,N,130,143,128,1,775,,,,,,,,,
